name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
MatchZoo,"Facilitating the design, comparison and sharing of deep text matching models.",3723,917,Python,"text, matching, models, deep-learning, natural-language-processing, neural-network, text-matching",Pypi,https://pypi.org/project/MatchZoo/,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,,13
cleverhans,"An adversarial example library for constructing attacks, building defenses, and benchmarking both",5634,1377,Jupyter Notebook,"benchmarking, machine-learning, security",Pypi,https://pypi.org/project/cleverhans/,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,,13
mcfly,Deep learning for time series data,349,81,JavaScript,"Python, auto-ml, deep-learning, time-series",Pypi,https://pypi.org/project/mcfly/,https://github.com/NLeSC/mcfly,https://github.com/NLeSC/mcfly,,13
bert-for-tf2,A TensorFlow 2.0 Keras implementation of BERT.,735,173,Python,"tensorflow, keras, bert, transformer",Pypi,https://pypi.org/project/bert-for-tf2/,https://github.com/kpe/bert-for-tf2/,https://github.com/kpe/bert-for-tf2,,13
mlfinlab,This is a PyPI placeholder for the MlFinLab package.,3045,948,Python,"machinelearning, finance, investment, education, algorithmic-trading, financial-machine-learning, investing, machine-learning, portfolio-management, portfolio-optimization, python, quantitative-finance, research, trading",Pypi,https://pypi.org/project/mlfinlab/,https://www.hudsonthames.org/,https://github.com/hudson-and-thames/mlfinlab,,13
jarvis-tools,jarvis-tools: an open-source software package for data-driven atomistic materials design. https://jarvis.nist.gov/,196,106,Python,"ai, atomistic-simulations, dft, lammps, materials-informatics, md, mgi, pytorch, quantum-computing, scikit-learn, tensorflow, vasp",Pypi,https://pypi.org/project/jarvis-tools/,https://github.com/usnistgov/jarvis,https://github.com/usnistgov/jarvis,,13
tf2rl,Deep Reinforcement Learning for TensorFlow2,372,75,Python,"reinforcement-learning, tensorflow, deep-reinforcement-learning, imitation-learning, inverse-reinforcement-learning, tensorflow2",Pypi,https://pypi.org/project/tf2rl/,https://github.com/keiohta/tf2rl,https://github.com/keiohta/tf2rl,,13
apache-tvm,Tensor learning compiler binary distribution,9002,2870,Python,"machine, learning, compiler, deep-learning, gpu, javascript, machine-learning, metal, opencl, performance, rocm, spirv, tensor, tvm, vulkan",Pypi,https://pypi.org/project/apache-tvm/,https://tlcpack.ai,https://github.com/dmlc/tvm,,13
cleverhans,"An adversarial example library for constructing attacks, building defenses, and benchmarking both",5634,1377,Jupyter Notebook,"benchmarking, machine-learning, security",Pypi,https://pypi.org/project/cleverhans/,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,,13
textattack,A library for generating text adversarial examples,2231,296,Python,"adversarial-attacks, adversarial-examples, adversarial-machine-learning, data-augmentation, machine-learning, natural-language-processing, nlp, security",Pypi,https://pypi.org/project/textattack/,https://github.com/QData/textattack,https://github.com/QData/textattack,,13
StrawberryFields,Open source library for continuous-variable quantum computation,674,174,Python,"machine-learning, quantum, quantum-algorithms, quantum-computing, quantum-optics, quantum-programming-language, tensorflow",Pypi,https://pypi.org/project/StrawberryFields/,https://github.com/XanaduAI/StrawberryFields,https://github.com/XanaduAI/StrawberryFields,,13
vk-facenet,facenet,4569,1657,Python,"pip, vanke, facenet",Pypi,https://pypi.org/project/vk-facenet/,https://github.com/pypa/sampleproject,https://github.com/pypa/sampleproject,,13
mlfinlab,This is a PyPI placeholder for the MlFinLab package.,3045,948,Python,"machinelearning, finance, investment, education, algorithmic-trading, financial-machine-learning, investing, machine-learning, portfolio-management, portfolio-optimization, python, quantitative-finance, research, trading",Pypi,https://pypi.org/project/mlfinlab/,https://www.hudsonthames.org/,https://github.com/hudson-and-thames/mlfinlab,,13
g2p-en,A Simple Python Module for English Grapheme To Phoneme Conversion,456,81,Python,"g2p, g2p_en, g2pE, cmudict, english-grapheme, g2p-seq2seq, pronunciation",Pypi,https://pypi.org/project/g2p-en/,https://github.com/Kyubyong/g2p,https://github.com/Kyubyong/g2p,,13
MindsDB,"MindsDB server, provides server capabilities to mindsdb native python library",13551,1525,Python,"artificial-intelligence, automl, clickhouse, explainable-ai, explainable-ml, hacktoberfest, machine-learning, machine-learning-api, mariadb, ml, mysql, postgresql, pytorch, singlestore, snowflake",Pypi,https://pypi.org/project/MindsDB/,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,13
spark-tensorflow-distributor,This package helps users do distributed training with TensorFlow on their Spark clusters.,1274,379,Scala,,Pypi,https://pypi.org/project/spark-tensorflow-distributor/,https://github.com/tensorflow/ecosystem/tree/master/spark/spark-tensorflow-distributor,https://github.com/tensorflow/ecosystem,,13
deepforest,Tree crown prediction using deep learning retinanets,336,126,JavaScript,,Pypi,https://pypi.org/project/deepforest/,https://github.com/Weecology/DeepForest,https://github.com/Weecology/DeepForest,,13
ddsp,Differentiable Digital Signal Processing,2390,286,Python,"audio, dsp, signalprocessing, machinelearning, music",Pypi,https://pypi.org/project/ddsp/,http://github.com/magenta/ddsp,https://github.com/magenta/ddsp,,13
innvestigate,A toolbox to innvestigate neural networks' predictions.,1084,234,Python,"XAI, LRP, Deep, Taylor",Pypi,https://pypi.org/project/innvestigate/,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,,13
mcfly,Deep learning for time series data,349,81,JavaScript,"Python, auto-ml, deep-learning, time-series",Pypi,https://pypi.org/project/mcfly/,https://github.com/NLeSC/mcfly,https://github.com/NLeSC/mcfly,,13
pyserini,A Python toolkit for reproducible information retrieval research with sparse and dense representations,762,202,Python,information-retrieval,Pypi,https://pypi.org/project/pyserini/,https://github.com/castorini/pyserini,https://github.com/castorini/pyserini,,13
merlin-sok,SparseOperationKit (SOK) is a python package wrapped GPU accelerated operations dedicated for sparse training / inference cases.,774,169,C++,"cpp, deep-learning, gpu-acceleration, recommendation-system, recommender-system",Pypi,https://pypi.org/project/merlin-sok/,https://github.com/NVIDIA-Merlin/HugeCTR/tree/master/sparse_operation_kit,https://github.com/NVIDIA-Merlin/HugeCTR,,13
interpret-community,Microsoft Interpret Extensions SDK for Python,373,78,Python,"deep-learning, explainer, explanationdashboard, interpretable-models, machine-learning, mimic-explainer, python, pytorch, tabular-explainer",Pypi,https://pypi.org/project/interpret-community/,https://github.com/interpretml/interpret-community,https://github.com/interpretml/interpret-community,,13
noisereduce,Noise reduction using Spectral Gating in python,908,191,Jupyter Notebook,,Pypi,https://pypi.org/project/noisereduce/,https://github.com/timsainb/noisereduce,https://github.com/timsainb/noisereduce,,13
fdatasets,HuggingFace/Datasets is an open library of NLP datasets.,15149,2002,Python,"datasets, machine, learning, metrics, computer-vision, deep-learning, evaluation, hacktoberfest, machine-learning, natural-language-processing, nlp, numpy, pandas, pytorch, speech, tensorflow",Pypi,https://pypi.org/project/fdatasets/,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,,13
bigdl-nano,High-performance scalable acceleration components for intel.,4142,1068,Jupyter Notebook,"analytics-zoo, bigdl, distributed-deep-learning, keras, python, pytorch, scala, spark, tensorflow",Pypi,https://pypi.org/project/bigdl-nano/,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,,13
petastorm,"Petastorm is a library enabling the use of Parquet storage from Tensorflow, Pytorch, and other Python-based ML training frameworks.",1568,266,Python,"deep-learning, machine-learning, parquet, parquet-files, pyarrow, pyspark, pytorch, sysml, tensorflow",Pypi,https://pypi.org/project/petastorm/,https://github.com/uber/petastorm,https://github.com/uber/petastorm,,13
kubric-nightly,"A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as instance segmentation, depth maps, and optical flow.",1717,151,Jupyter Notebook,,Pypi,https://pypi.org/project/kubric-nightly/,https://github.com/google-research/kubric,https://github.com/google-research/kubric,,13
keras-cv-attention-models,Tensorflow keras computer vision attention models. Alias kecam. https://github.com/leondgarse/keras_cv_attention_models,338,54,Python,"tensorflow, keras, cv, attention, pretrained, models, kecam, anchor-free, coco, detection, imagenet, model, recognition, tf, tf2, visualizing",Pypi,https://pypi.org/project/keras-cv-attention-models/,https://github.com/leondgarse/keras_cv_attention_models,https://github.com/leondgarse/keras_cv_attention_models,,13
hcai-datasets,!Alpha Version! - This repository contains the backend server for the nova annotation ui (https://github.com/hcmlab/nova),4569,1657,Python,,Pypi,https://pypi.org/project/hcai-datasets/,https://github.com/hcmlab/nova-server,https://github.com/hcmlab/nova-server,,13
aibomc,aibomc,49011,8967,Python,"client, cookies, forhumans, http, humans, python, python-requests, requests",Pypi,https://pypi.org/project/aibomc/,https://requests.readthedocs.io,https://github.com/psf/requests,,13
hhb-tvm,TVM: An End to End Tensor IR/DSL Stack for Deep Learning Systems,9002,2870,Python,"compiler, deep-learning, gpu, javascript, machine-learning, metal, opencl, performance, rocm, spirv, tensor, tvm, vulkan",Pypi,https://pypi.org/project/hhb-tvm/,https://github.com/apache/tvm,https://github.com/apache/tvm,,13
reportlabtyphon,Improve and enhance based on reportlab 3.5 version,4569,1657,Python,,Pypi,https://pypi.org/project/reportlabtyphon/,http://pypi.python.org,,,13
nlp-primitives,natural language processing primitives for Featuretools,32,10,Python,"feature, engineering, data, science, machine, learning, natural, language, processing",Pypi,https://pypi.org/project/nlp-primitives/,https://blog.featurelabs.com/natural-language-processing-featuretools/,https://github.com/alteryx/nlp_primitives,,13
rasa-core,Machine learning based dialogue engine for conversational software.,2304,1056,Python,"nlp, machine-learning, machine-learning-library, bot, bots, botkit, rasa, conversational-agents, conversational-ai, chatbotchatbot-framework, bot-framework, chatbot, chatbot-framework, conversational-bots",Pypi,https://pypi.org/project/rasa-core/,https://rasa.com,https://github.com/rasahq/rasa_core,,13
keras2onnx,Converts Machine Learning models to ONNX for use in Windows ML,283,103,Python,"keras, onnx, subclassing, tensorflow",Pypi,https://pypi.org/project/keras2onnx/,https://github.com/onnx/keras-onnx,https://github.com/onnx/keras-onnx,,13
MatchZoo,"Facilitating the design, comparison and sharing of deep text matching models.",3723,917,Python,"text, matching, models, deep-learning, natural-language-processing, neural-network, text-matching",Pypi,https://pypi.org/project/MatchZoo/,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,,13
dipy,Diffusion MRI utilities in python,0,0,,,Pypi,https://pypi.org/project/dipy/,https://dipy.org,,,13
tfg-nightly,"A library that contains well defined, reusable and cleanly written graphics related ops and utility functions for TensorFlow.",2696,362,Python,"machine, learning, tensorflow, graphics, geometry, 3D",Pypi,https://pypi.org/project/tfg-nightly/,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,,13
aif360,IBM AI Fairness 360,1950,647,Python,"ai, artificial-intelligence, bias, bias-correction, bias-detection, bias-finder, bias-reduction, codait, deep-learning, discrimination, fairness, fairness-ai, fairness-awareness-model, fairness-testing, ibm-research, ibm-research-ai, machine-learning, python, r, trusted-ai",Pypi,https://pypi.org/project/aif360/,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,,13
